id,contractNum,inmateDeathAmt,inmateDeathHcon,inmateRecoveries,inmatePositiveAmt,staffPositiveAmt,staffRecoveries,staffDeathAmt,update_date
"Chattanooga, TN",additional_25,0,0,5,0,0,0,0,2021-01-12
"FT Myers, FL",additional_40,0,0,1,0,0,0,0,2021-01-12
"Florence, SC",additional_81,0,0,10,0,0,0,0,2021-01-12
"Hattiesburg, MS",additional_43,1,1,0,0,0,0,0,2021-01-12
"Jacksonville, FL",additional_39,0,0,9,0,0,0,0,2021-01-12
"Tallahassee, FL",additional_75,0,0,1,0,0,0,0,2021-01-12
"Tampa, FL",additional_18,0,0,3,0,0,0,0,2021-01-12
"Columbia, SC",additional_108,0,0,3,3,0,0,0,2021-01-12
"Miami, FL",additional_100,0,0,1,1,0,0,0,2021-01-12
"Orlando, FL",additional_57,0,0,2,0,0,0,0,2021-01-12
"Janesville, WI",additional_115,0,0,1,0,0,0,0,2021-01-12
"Minneapolis, MN",15BRRC20D00000275,0,0,6,0,0,0,0,2021-01-12
"Janesville, WI",additional_106,0,0,2,1,0,0,0,2021-01-12
"Youngstown, OH",additional_102,0,0,3,1,0,0,0,2021-01-12
"Ciincinnati, OH",additional_55,0,0,5,0,0,0,0,2021-01-12
"Indianapolis, IN",additional_16,0,0,5,0,0,0,0,2021-01-12
"Marion, IL",additional_92,0,0,1,0,0,0,0,2021-01-12
"Chicago, IL",15BRRC18D00000091,0,0,11,1,0,0,0,2021-01-12
"Peoria, IL",additional_90,0,0,7,0,0,0,0,2021-01-12
"Springfield, IL",additional_88,0,0,1,0,0,0,0,2021-01-12
"Grand Rapids, MI",15BRRC19D00000005,0,0,5,0,0,0,0,2021-01-12
"Rapid City, SD",additional_11,0,0,2,0,0,0,0,2021-01-12
"Brownsville, TX",additional_31,1,1,2,0,0,0,0,2021-01-12
"Chaparral, NM",additional_6,0,0,1,0,0,0,0,2021-01-12
"Hutchins, TX",15BRRC19D00000185,1,0,12,2,0,0,0,2021-01-12
"Waco, TX",additional_118,0,0,0,1,0,0,0,2021-01-12
"San Antonio, TX",additional_19,0,0,11,6,0,0,0,2021-01-12
"Tyler,TX",additional_65,0,0,8,0,0,0,0,2021-01-12
"Corpus Christi, TX",15BRRC19D00000161,0,0,1,0,0,0,0,2021-01-12
"Houston, TX",DJB200242,2,0,17,0,0,0,0,2021-01-12
"Little Rock, AR",additional_37,0,0,1,0,0,0,0,2021-01-12
"Del Rio, TX",additional_42,0,0,5,0,0,0,0,2021-01-12
"El Paso, TX",additional_96,0,0,3,0,0,0,0,2021-01-12
"Edinburg, TX",additional_35,0,0,25,1,0,0,0,2021-01-12
"Albuquerque, NM",additional_13,0,0,31,1,0,0,0,2021-01-12
"Midland, TX",additional_50,0,0,10,0,0,0,0,2021-01-12
"Laredo, TX",additional_24,0,0,2,2,0,0,0,2021-01-12
"Saint Louis, MO",DJB200282,0,0,2,0,0,0,0,2021-01-12
"Farmington, MO",15BRRC19D00000148,0,0,1,2,0,0,0,2021-01-12
"Springfield, MO",additional_64,0,0,3,0,0,0,0,2021-01-12
"El Dorado, KS",additional_117,0,0,0,1,0,0,0,2021-01-12
"Sioux City, IA",additional_22,0,0,3,0,0,0,0,2021-01-12
"Topeka, KS",additional_27,0,0,0,1,0,0,0,2021-01-12
"Kearney, NE",additional_84,0,0,1,0,0,0,0,2021-01-12
"Roseville, MN",additional_68,0,0,6,0,0,0,0,2021-01-12
"Toledo, OH",DJB200236,0,0,2,0,0,0,0,2021-01-12
"Manchester, KY",additional_7,0,0,1,0,0,0,0,2021-01-12
"Memphis, TN",additional_105,0,0,1,0,0,0,0,2021-01-12
"Omaha, NE",additional_62,0,0,5,0,0,0,0,2021-01-12
"Denver, CO",additional_89,1,0,6,0,0,0,0,2021-01-12
"Mandan, ND",additional_71,0,0,2,0,0,0,0,2021-01-12
"Leavenworth, KS",15BRRC19D00000149,0,0,26,1,0,0,0,2021-01-12
"Wichita, KS",additional_95,0,0,5,0,0,0,0,2021-01-12
"Boise, ID",additional_87,0,0,7,2,0,0,0,2021-01-12
"Mills, WY",additional_97,0,0,6,0,0,0,0,2021-01-12
"Great Falls, MT",additional_85,0,0,4,0,0,0,0,2021-01-12
"Devils Lake, ND",additional_104,0,0,4,0,0,0,0,2021-01-12
"Fargo, ND",additional_23,0,0,8,0,0,0,0,2021-01-12
"Fargo, ND",additional_14,0,0,1,0,0,0,0,2021-01-12
"Billings, MT",additional_44,0,0,1,0,0,0,0,2021-01-12
"Sacramento, CA",15BRRC18D00000106,0,0,1,0,0,0,0,2021-01-12
"Van Nuys, CA",additional_58,0,0,2,3,0,0,0,2021-01-12
"Tucson, AZ",additional_29,0,0,9,3,0,0,0,2021-01-12
"San Diego, CA",additional_12,0,0,11,3,0,0,0,2021-01-12
"Las Vegas, NV",additional_28,0,0,9,0,0,0,0,2021-01-12
"Billings, MT",additional_77,0,0,1,0,0,0,0,2021-01-12
"Los Angeles, CA",additional_111,0,0,2,5,0,0,0,2021-01-12
"Salt Lake City, UT",additional_38,0,0,18,0,0,0,0,2021-01-12
"El Monte, CA",additional_51,0,0,4,2,0,0,0,2021-01-12
"San Francisco, CA",additional_20,0,0,1,1,0,0,0,2021-01-12
"Garden Grove, CA",additional_59,0,0,5,5,0,0,0,2021-01-12
"Los Angeles, CA",additional_1,0,0,2,0,0,0,0,2021-01-12
"Rubidoux, CA",additional_67,0,0,8,2,0,0,0,2021-01-12
"Phoenix, AZ",DJB200252,1,0,3,0,0,0,0,2021-01-12
"Brawley, CA",additional_21,1,0,8,0,0,0,0,2021-01-12
"Oakland, CA",15BRRC20D00000011,0,0,3,0,0,0,0,2021-01-12
"Atlanta, GA",additional_30,0,0,3,3,0,0,0,2021-01-12
"San Juan, PR",additional_63,0,0,13,0,0,0,0,2021-01-12
"Greenville, SC",DJB200296,0,0,3,0,0,0,0,2021-01-12
"Augusta, GA",additional_79,0,0,1,0,0,0,0,2021-01-12
"Savannah, GA",additional_80,0,0,5,0,0,0,0,2021-01-12
"Brooklyn, NY",15BRRC19D00000249,0,0,8,2,0,0,0,2021-01-12
"Bridgeton, NJ",additional_98,0,0,2,0,0,0,0,2021-01-12
"Buffalo, NY",additional_83,0,0,1,2,0,0,0,2021-01-12
"Philadelphia, PA",15BRRC19D00000162,0,0,0,1,0,0,0,2021-01-12
"Neward, NJ",additional_91,1,0,8,1,0,0,0,2021-01-12
"Syracuse, NY",additional_78,0,0,2,1,0,0,0,2021-01-12
"Pawtucket, RI",additional_107,0,0,3,0,0,0,0,2021-01-12
"Manchester, NH",additional_4,0,0,1,0,0,0,0,2021-01-12
"Del Valle, TX",additional_34,1,1,0,0,0,0,0,2021-01-12
"Anchorage, AK",additional_94,0,0,1,0,0,0,0,2021-01-13
"Portland, OR",additional_52,0,0,2,0,0,0,0,2021-01-13
"Florence, AZ",additional_5,0,0,1,0,0,0,0,2021-01-13
"Seattle, WA",DJB200280,0,0,1,0,0,0,0,2021-01-13
"Tacoma, WA",additional_109,0,0,1,1,0,0,0,2021-01-13
"Hartford, CT",additional_3,0,0,1,0,0,0,0,2021-01-13
"Boston, MA",15BRRC20D00000046,0,0,6,0,0,0,0,2021-01-13
"Portland, ME",additional_112,0,0,1,0,0,0,0,2021-01-13
"Washington, DC",additional_110,0,0,1,0,0,0,0,2021-01-13
"Detriot, MI",15BRRC19D00000203,0,0,7,4,0,0,0,2021-01-13
"Nashville, TN",additional_103,0,0,3,12,0,0,0,2021-01-13
"Greensboro, NC",additional_10,0,0,1,0,0,0,0,2021-01-13
"Memphis, TN",additional_45,0,0,16,6,0,0,0,2021-01-13
"St Albans, WV",additional_113,0,0,9,0,0,0,0,2021-01-13
"Wilmington, DE",15BRRC19D00000025,0,0,2,0,0,0,0,2021-01-13
"Norfolk, VA",additional_48,0,0,1,0,0,0,0,2021-01-13
"Baltimore, MD",additional_53,0,0,19,2,0,0,0,2021-01-13
"Lexington, KY",additional_8,0,0,2,3,0,0,0,2021-01-13
"Clarksburg, WV",additional_116,0,0,2,6,0,0,0,2021-01-13
"Harrisburg, PA",additional_101,0,0,5,0,0,0,0,2021-01-13
"Philadelphia, PA",15BRRC19D00000194,0,0,12,5,0,0,0,2021-01-13
"Bronx, NY",additional_2,1,1,1,0,0,0,0,2021-01-13
"Rochester,NY",15BRRC19D00000218,0,0,9,0,0,0,0,2021-01-13
"Pittsburgh, PA",additional_114,0,0,1,3,0,0,0,2021-01-13
"Cleveland, OH",additional_49,0,0,5,0,0,0,0,2021-01-13
"Hartford, CT",15BRRC20D00000297,0,0,1,0,0,0,0,2021-01-13
"Louisville, KY",additional_86,0,0,4,0,0,0,0,2021-01-13
"West Palm Beach, FL",additional_60,0,0,11,0,0,0,0,2021-01-13
"Knoxville, TN",additional_66,0,0,1,0,0,0,0,2021-01-13
"Dania, FL",15BRRC19D00000208,0,0,3,1,0,0,0,2021-01-13
"Birmingham, AL",15BRRC19D00000207,0,0,2,3,0,0,0,2021-01-13
"Miami, FL",additional_41,0,0,5,2,0,0,0,2021-01-13
"Chattanooga, TN",additional_25,0,0,5,0,0,0,0,2021-01-13
"FT Myers, FL",additional_40,0,0,1,0,0,0,0,2021-01-13
"Florence, SC",additional_81,0,0,10,0,0,0,0,2021-01-13
"Hattiesburg, MS",additional_43,1,1,0,0,0,0,0,2021-01-13
"Jacksonville, FL",additional_39,0,0,9,0,0,0,0,2021-01-13
"Tallahassee, FL",additional_75,0,0,1,0,0,0,0,2021-01-13
"Tampa, FL",additional_18,0,0,3,0,0,0,0,2021-01-13
"Columbia, SC",additional_108,0,0,5,1,0,0,0,2021-01-13
"Miami, FL",additional_100,0,0,1,1,0,0,0,2021-01-13
"Orlando, FL",additional_57,0,0,2,0,0,0,0,2021-01-13
"Janesville, WI",additional_115,0,0,1,0,0,0,0,2021-01-13
"Minneapolis, MN",15BRRC20D00000275,0,0,6,0,0,0,0,2021-01-13
"Janesville, WI",additional_106,0,0,2,1,0,0,0,2021-01-13
"Youngstown, OH",additional_102,0,0,3,1,0,0,0,2021-01-13
"Ciincinnati, OH",additional_55,0,0,5,0,0,0,0,2021-01-13
"Indianapolis, IN",additional_16,0,0,5,0,0,0,0,2021-01-13
"Marion, IL",additional_92,0,0,1,0,0,0,0,2021-01-13
"Chicago, IL",15BRRC18D00000091,0,0,11,1,0,0,0,2021-01-13
"Peoria, IL",additional_90,0,0,7,0,0,0,0,2021-01-13
"Springfield, IL",additional_88,0,0,1,0,0,0,0,2021-01-13
"Grand Rapids, MI",15BRRC19D00000005,0,0,5,0,0,0,0,2021-01-13
"Rapid City, SD",additional_11,0,0,2,0,0,0,0,2021-01-13
"Metairie, LA",15BRRC18D00000020,0,0,0,1,0,0,0,2021-01-13
"Brownsville, TX",additional_31,1,1,2,0,0,0,0,2021-01-13
"Chaparral, NM",additional_6,0,0,1,0,0,0,0,2021-01-13
"Hutchins, TX",15BRRC19D00000185,1,0,12,2,0,0,0,2021-01-13
"Waco, TX",additional_118,0,0,0,1,0,0,0,2021-01-13
"San Antonio, TX",additional_19,0,0,12,5,0,0,0,2021-01-13
"Baton Rouge, LA",additional_119,0,0,0,1,0,0,0,2021-01-13
"Tyler,TX",additional_65,0,0,8,0,0,0,0,2021-01-13
"Corpus Christi, TX",15BRRC19D00000161,0,0,1,0,0,0,0,2021-01-13
"Houston, TX",DJB200242,2,0,17,1,0,0,0,2021-01-13
"Little Rock, AR",additional_37,0,0,1,0,0,0,0,2021-01-13
"Del Rio, TX",additional_42,0,0,5,0,0,0,0,2021-01-13
"El Paso, TX",additional_96,0,0,3,0,0,0,0,2021-01-13
"Edinburg, TX",additional_35,0,0,26,0,0,0,0,2021-01-13
"Albuquerque, NM",additional_13,0,0,31,1,0,0,0,2021-01-13
"Midland, TX",additional_50,0,0,10,0,0,0,0,2021-01-13
"Laredo, TX",additional_24,0,0,2,3,0,0,0,2021-01-13
"Saint Louis, MO",DJB200282,0,0,2,0,0,0,0,2021-01-13
"Farmington, MO",15BRRC19D00000148,0,0,1,2,0,0,0,2021-01-13
"Springfield, MO",additional_64,0,0,3,0,0,0,0,2021-01-13
"El Dorado, KS",additional_117,0,0,0,1,0,0,0,2021-01-13
"Sioux City, IA",additional_22,0,0,3,0,0,0,0,2021-01-13
"Topeka, KS",additional_27,0,0,0,1,0,0,0,2021-01-13
"Kearney, NE",additional_84,0,0,1,0,0,0,0,2021-01-13
"Roseville, MN",additional_68,0,0,6,0,0,0,0,2021-01-13
"Toledo, OH",DJB200236,0,0,2,0,0,0,0,2021-01-13
"Manchester, KY",additional_7,0,0,1,1,0,0,0,2021-01-13
"Memphis, TN",additional_105,0,0,1,0,0,0,0,2021-01-13
"Omaha, NE",additional_62,0,0,5,0,0,0,0,2021-01-13
"Denver, CO",additional_89,1,0,6,0,0,0,0,2021-01-13
"Mandan, ND",additional_71,0,0,2,0,0,0,0,2021-01-13
"Leavenworth, KS",15BRRC19D00000149,0,0,26,1,0,0,0,2021-01-13
"Wichita, KS",additional_95,0,0,5,0,0,0,0,2021-01-13
"Boise, ID",additional_87,0,0,7,2,0,0,0,2021-01-13
"Mills, WY",additional_97,0,0,6,0,0,0,0,2021-01-13
"Great Falls, MT",additional_85,0,0,4,0,0,0,0,2021-01-13
"Devils Lake, ND",additional_104,0,0,4,0,0,0,0,2021-01-13
"Fargo, ND",additional_23,0,0,8,0,0,0,0,2021-01-13
"Fargo, ND",additional_14,0,0,1,0,0,0,0,2021-01-13
"Billings, MT",additional_44,0,0,1,0,0,0,0,2021-01-13
"Sacramento, CA",15BRRC18D00000106,0,0,1,0,0,0,0,2021-01-13
"Van Nuys, CA",additional_58,0,0,2,7,0,0,0,2021-01-13
"Tucson, AZ",additional_29,0,0,11,1,0,0,0,2021-01-13
"San Diego, CA",additional_12,0,0,13,2,0,0,0,2021-01-13
"Las Vegas, NV",additional_28,0,0,9,0,0,0,0,2021-01-13
"Billings, MT",additional_77,0,0,1,0,0,0,0,2021-01-13
"Los Angeles, CA",additional_111,0,0,3,4,0,0,0,2021-01-13
"Salt Lake City, UT",additional_38,0,0,18,0,0,0,0,2021-01-13
"El Monte, CA",additional_51,0,0,4,3,0,0,0,2021-01-13
"San Francisco, CA",additional_20,0,0,2,0,0,0,0,2021-01-13
"Garden Grove, CA",additional_59,0,0,6,5,0,0,0,2021-01-13
"Los Angeles, CA",additional_1,0,0,2,0,0,0,0,2021-01-13
"Rubidoux, CA",additional_67,0,0,8,2,0,0,0,2021-01-13
"Phoenix, AZ",DJB200252,1,0,3,0,0,0,0,2021-01-13
"Brawley, CA",additional_21,1,0,8,0,0,0,0,2021-01-13
"Oakland, CA",15BRRC20D00000011,0,0,3,0,0,0,0,2021-01-13
"Atlanta, GA",additional_30,0,0,4,2,0,0,0,2021-01-13
"San Juan, PR",additional_63,0,0,13,1,0,0,0,2021-01-13
"Greenville, SC",DJB200296,0,0,3,0,0,0,0,2021-01-13
"Augusta, GA",additional_79,0,0,1,0,0,0,0,2021-01-13
"Savannah, GA",additional_80,0,0,5,0,0,0,0,2021-01-13
"Brooklyn, NY",15BRRC19D00000249,0,0,9,1,0,0,0,2021-01-13
"Bridgeton, NJ",additional_98,0,0,2,0,0,0,0,2021-01-13
"Buffalo, NY",additional_83,0,0,3,0,0,0,0,2021-01-13
"Philadelphia, PA",15BRRC19D00000162,0,0,0,1,0,0,0,2021-01-13
"Neward, NJ",additional_91,1,0,9,0,0,0,0,2021-01-13
"Syracuse, NY",additional_78,0,0,2,1,0,0,0,2021-01-13
"Pawtucket, RI",additional_107,0,0,3,0,0,0,0,2021-01-13
"Manchester, NH",additional_4,0,0,1,0,0,0,0,2021-01-13
"Del Valle, TX",additional_34,1,1,0,0,0,0,0,2021-01-13
"Anchorage, AK",additional_94,0,0,1,0,0,0,0,2021-01-14
"Portland, OR",additional_52,0,0,2,0,0,0,0,2021-01-14
"Florence, AZ",additional_5,0,0,1,0,0,0,0,2021-01-14
"Seattle, WA",DJB200280,0,0,1,0,0,0,0,2021-01-14
"Tacoma, WA",additional_109,0,0,1,1,0,0,0,2021-01-14
"Hartford, CT",additional_3,0,0,1,0,0,0,0,2021-01-14
"Boston, MA",15BRRC20D00000046,0,0,6,0,0,0,0,2021-01-14
"Portland, ME",additional_112,0,0,1,0,0,0,0,2021-01-14
"Washington, DC",additional_110,0,0,1,0,0,0,0,2021-01-14
"Detriot, MI",15BRRC19D00000203,0,0,9,2,0,0,0,2021-01-14
"Nashville, TN",additional_103,0,0,4,11,0,0,0,2021-01-14
"Greensboro, NC",additional_10,0,0,1,0,0,0,0,2021-01-14
"Memphis, TN",additional_45,0,0,18,4,0,0,0,2021-01-14
"St Albans, WV",additional_113,0,0,9,0,0,0,0,2021-01-14
"Wilmington, DE",15BRRC19D00000025,0,0,2,0,0,0,0,2021-01-14
"Norfolk, VA",additional_48,0,0,1,0,0,0,0,2021-01-14
"Baltimore, MD",additional_53,0,0,20,1,0,0,0,2021-01-14
"Lexington, KY",additional_8,0,0,2,5,0,0,0,2021-01-14
"Clarksburg, WV",additional_116,0,0,3,5,0,0,0,2021-01-14
"Harrisburg, PA",additional_101,0,0,5,0,0,0,0,2021-01-14
"Philadelphia, PA",15BRRC19D00000194,0,0,12,5,0,0,0,2021-01-14
"Bronx, NY",additional_2,1,1,1,0,0,0,0,2021-01-14
"Rochester,NY",15BRRC19D00000218,0,0,9,0,0,0,0,2021-01-14
"Pittsburgh, PA",additional_114,0,0,1,3,0,0,0,2021-01-14
"Cleveland, OH",additional_49,0,0,5,0,0,0,0,2021-01-14
"Hartford, CT",15BRRC20D00000297,0,0,1,0,0,0,0,2021-01-14
"Louisville, KY",additional_86,0,0,4,0,0,0,0,2021-01-14
"West Palm Beach, FL",additional_60,0,0,11,0,0,0,0,2021-01-14
"Knoxville, TN",additional_66,0,0,1,0,0,0,0,2021-01-14
"Dania, FL",15BRRC19D00000208,0,0,3,1,0,0,0,2021-01-14
"Birmingham, AL",15BRRC19D00000207,0,0,2,3,0,0,0,2021-01-14
"Miami, FL",additional_41,0,0,5,2,0,0,0,2021-01-14
"Chattanooga, TN",additional_25,0,0,5,0,0,0,0,2021-01-14
"FT Myers, FL",additional_40,0,0,1,0,0,0,0,2021-01-14
"Florence, SC",additional_81,0,0,10,0,0,0,0,2021-01-14
"Hattiesburg, MS",additional_43,1,1,0,0,0,0,0,2021-01-14
"Jacksonville, FL",additional_39,0,0,9,0,0,0,0,2021-01-14
"Tallahassee, FL",additional_75,0,0,1,0,0,0,0,2021-01-14
"Tampa, FL",additional_18,0,0,3,0,0,0,0,2021-01-14
"Columbia, SC",additional_108,0,0,6,0,0,0,0,2021-01-14
"Miami, FL",additional_100,0,0,1,2,0,0,0,2021-01-14
"Orlando, FL",additional_57,0,0,2,0,0,0,0,2021-01-14
"Janesville, WI",additional_115,0,0,1,0,0,0,0,2021-01-14
"Minneapolis, MN",15BRRC20D00000275,0,0,6,1,0,0,0,2021-01-14
"Janesville, WI",additional_106,0,0,2,1,0,0,0,2021-01-14
"Youngstown, OH",additional_102,0,0,3,1,0,0,0,2021-01-14
"Ciincinnati, OH",additional_55,0,0,5,0,0,0,0,2021-01-14
"Indianapolis, IN",additional_16,0,0,5,0,0,0,0,2021-01-14
"Marion, IL",additional_92,0,0,1,0,0,0,0,2021-01-14
"Chicago, IL",15BRRC18D00000091,0,0,11,1,0,0,0,2021-01-14
"Peoria, IL",additional_90,0,0,7,0,0,0,0,2021-01-14
"Springfield, IL",additional_88,0,0,1,0,0,0,0,2021-01-14
"Grand Rapids, MI",15BRRC19D00000005,0,0,5,0,0,0,0,2021-01-14
"Rapid City, SD",additional_11,0,0,2,0,0,0,0,2021-01-14
"Metairie, LA",15BRRC18D00000020,0,0,0,1,0,0,0,2021-01-14
"Brownsville, TX",additional_31,1,1,2,0,0,0,0,2021-01-14
"Chaparral, NM",additional_6,0,0,1,0,0,0,0,2021-01-14
"Hutchins, TX",15BRRC19D00000185,1,0,14,0,0,0,0,2021-01-14
"Waco, TX",additional_118,0,0,1,0,0,0,0,2021-01-14
"San Antonio, TX",additional_19,0,0,12,5,0,0,0,2021-01-14
"Baton Rouge, LA",additional_119,0,0,0,1,0,0,0,2021-01-14
"Tyler,TX",additional_65,0,0,8,0,0,0,0,2021-01-14
"Corpus Christi, TX",15BRRC19D00000161,0,0,1,0,0,0,0,2021-01-14
"Houston, TX",DJB200242,2,0,17,1,0,0,0,2021-01-14
"Little Rock, AR",additional_37,0,0,1,0,0,0,0,2021-01-14
"Del Rio, TX",additional_42,0,0,5,0,0,0,0,2021-01-14
"El Paso, TX",additional_96,0,0,3,0,0,0,0,2021-01-14
"Edinburg, TX",additional_35,0,0,26,0,0,0,0,2021-01-14
"Albuquerque, NM",additional_13,0,0,31,1,0,0,0,2021-01-14
"Midland, TX",additional_50,0,0,10,0,0,0,0,2021-01-14
"Laredo, TX",additional_24,0,0,2,3,0,0,0,2021-01-14
"Saint Louis, MO",DJB200282,0,0,2,0,0,0,0,2021-01-14
"Farmington, MO",15BRRC19D00000148,0,0,3,0,0,0,0,2021-01-14
"Springfield, MO",additional_64,0,0,3,0,0,0,0,2021-01-14
"El Dorado, KS",additional_117,0,0,1,0,0,0,0,2021-01-14
"Sioux City, IA",additional_22,0,0,3,0,0,0,0,2021-01-14
"Topeka, KS",additional_27,0,0,0,1,0,0,0,2021-01-14
"Kearney, NE",additional_84,0,0,1,0,0,0,0,2021-01-14
"Roseville, MN",additional_68,0,0,6,0,0,0,0,2021-01-14
"Toledo, OH",DJB200236,0,0,2,0,0,0,0,2021-01-14
"Manchester, KY",additional_7,0,0,1,1,0,0,0,2021-01-14
"Memphis, TN",additional_105,0,0,1,0,0,0,0,2021-01-14
"Omaha, NE",additional_62,0,0,5,1,0,0,0,2021-01-14
"Denver, CO",additional_89,1,0,6,0,0,0,0,2021-01-14
"Mandan, ND",additional_71,0,0,2,0,0,0,0,2021-01-14
"Eau Claire, WI",additional_76,0,0,0,1,0,0,0,2021-01-14
"Leavenworth, KS",15BRRC19D00000149,0,0,27,0,0,0,0,2021-01-14
"Wichita, KS",additional_95,0,0,5,0,0,0,0,2021-01-14
"Boise, ID",additional_87,0,0,7,2,0,0,0,2021-01-14
"Mills, WY",additional_97,0,0,6,0,0,0,0,2021-01-14
"Great Falls, MT",additional_85,0,0,4,0,0,0,0,2021-01-14
"Devils Lake, ND",additional_104,0,0,4,0,0,0,0,2021-01-14
"Fargo, ND",additional_23,0,0,8,0,0,0,0,2021-01-14
"Fargo, ND",additional_14,0,0,1,0,0,0,0,2021-01-14
"Billings, MT",additional_44,0,0,1,0,0,0,0,2021-01-14
"Sacramento, CA",15BRRC18D00000106,0,0,1,0,0,0,0,2021-01-14
"Van Nuys, CA",additional_58,0,0,4,5,0,0,0,2021-01-14
"Tucson, AZ",additional_29,0,0,11,1,0,0,0,2021-01-14
"San Diego, CA",additional_12,0,0,14,1,0,0,0,2021-01-14
"Las Vegas, NV",additional_28,0,0,9,0,0,0,0,2021-01-14
"Billings, MT",additional_77,0,0,1,0,0,0,0,2021-01-14
"Los Angeles, CA",additional_111,0,0,4,3,0,0,0,2021-01-14
"Salt Lake City, UT",additional_38,0,0,18,0,0,0,0,2021-01-14
"El Monte, CA",additional_51,0,0,5,2,0,0,0,2021-01-14
"San Francisco, CA",additional_20,0,0,2,0,0,0,0,2021-01-14
"Garden Grove, CA",additional_59,0,0,8,3,0,0,0,2021-01-14
"Los Angeles, CA",additional_1,0,0,2,0,0,0,0,2021-01-14
"Rubidoux, CA",additional_67,0,0,9,2,0,0,0,2021-01-14
"Phoenix, AZ",DJB200252,1,0,3,0,0,0,0,2021-01-14
"Brawley, CA",additional_21,1,0,8,0,0,0,0,2021-01-14
"Oakland, CA",15BRRC20D00000011,0,0,3,0,0,0,0,2021-01-14
"Atlanta, GA",additional_30,0,0,4,2,0,0,0,2021-01-14
"San Juan, PR",additional_63,0,0,13,1,0,0,0,2021-01-14
"Greenville, SC",DJB200296,0,0,3,0,0,0,0,2021-01-14
"Augusta, GA",additional_79,0,0,1,0,0,0,0,2021-01-14
"Savannah, GA",additional_80,0,0,5,0,0,0,0,2021-01-14
"Brooklyn, NY",15BRRC19D00000249,0,0,9,1,0,0,0,2021-01-14
"Bridgeton, NJ",additional_98,0,0,2,0,0,0,0,2021-01-14
"Buffalo, NY",additional_83,0,0,3,0,0,0,0,2021-01-14
"Philadelphia, PA",15BRRC19D00000162,0,0,1,0,0,0,0,2021-01-14
"Neward, NJ",additional_91,1,0,9,0,0,0,0,2021-01-14
"Syracuse, NY",additional_78,0,0,2,1,0,0,0,2021-01-14
"Pawtucket, RI",additional_107,0,0,3,0,0,0,0,2021-01-14
"Manchester, NH",additional_4,0,0,1,0,0,0,0,2021-01-14
"Del Valle, TX",additional_34,1,1,0,0,0,0,0,2021-01-14
